Site.ID,Transect,Event,Year,Month,Core.Area.m2,Depth,Live.Roots.g,Dead.Roots.g,Dead.Macro.Organic.g,Live.Change.g,Dead.Change.g,Interval.Production.g,Sum.Intervals.g,Total NAPP.g.m-2.y-1
CRMS0225,1,T2,2012,10,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0225,1,T3,2013,02,0.00785,C 15-30,0,12.7,14.46,0,11.91,11.91,NA,NA
CRMS0225,1,T4,2013,05,0.00785,C 15-30,0,24.61,9.57,2.09,-7.65,2.09,NA,NA
CRMS0225,1,T5,2013,07,0.00785,C 15-30,2.09,16.96,13.67,-2.06,-3.67,0,NA,NA
CRMS0225,1,T6,2013,10,0.00785,C 15-30,0.03,13.29,7.91,-0.03,7.08,7.05,NA,NA
CRMS0225,1,T7,2014,02,0.00785,C 15-30,0,20.37,7.42,0.04,-7.13,0.04,NA,NA
CRMS0225,1,T8,2014,05,0.00785,C 15-30,0.04,13.24,7.41,0.05,8.04,8.09,NA,NA
CRMS0225,1,T9,2014,07,0.00785,C 15-30,0.09,21.28,15.12,NA,NA,NA,NA,NA
CRMS0225,2,T1,2012,06,0.00785,C 15-30,0.17,22.6,8.51,0.71,-1.39,0.71,11.79,750.96
CRMS0225,2,T2,2012,10,0.00785,C 15-30,0.88,21.21,8.93,-0.88,-9.68,0,NA,NA
CRMS0225,2,T3,2013,02,0.00785,C 15-30,0,11.53,5.12,0.96,6.89,7.85,NA,NA
CRMS0225,2,T4,2013,05,0.00785,C 15-30,0.96,18.42,12.18,3.11,-11.01,3.11,NA,NA
CRMS0225,2,T5,2013,07,0.00785,C 15-30,4.07,7.41,10.36,NA,NA,NA,NA,NA
CRMS0225,2,T6,2013,10,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0225,2,T7,2014,02,0.00785,C 15-30,0,21.06,8.16,0.06,0.06,0.12,NA,NA
CRMS0225,2,T8,2014,05,0.00785,C 15-30,0.06,21.12,10.74,0,-4.61,0,NA,NA
CRMS0225,2,T9,2014,07,0.00785,C 15-30,0.06,16.51,17.38,NA,NA,NA,NA,NA
CRMS0225,3,T1,2012,06,0.00785,C 15-30,0.09,21.24,9.44,0.42,-1.38,0.42,4.32,275.16
CRMS0225,3,T2,2012,10,0.00785,C 15-30,0.51,19.86,6.82,-0.44,-6.03,0,NA,NA
CRMS0225,3,T3,2013,02,0.00785,C 15-30,0.07,13.83,7.5,-0.07,2.11,2.04,NA,NA
CRMS0225,3,T4,2013,05,0.00785,C 15-30,0,15.94,10.97,0.16,-7.21,0.16,NA,NA
CRMS0225,3,T5,2013,07,0.00785,C 15-30,0.16,8.73,5.89,NA,NA,NA,NA,NA
CRMS0225,3,T6,2013,10,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0225,3,T7,2014,02,0.00785,C 15-30,0,13.01,5.75,0,1.7,1.7,NA,NA
CRMS0225,3,T8,2014,05,0.00785,C 15-30,0,14.71,9.53,0,-5.4,0,NA,NA
CRMS0225,3,T9,2014,07,0.00785,C 15-30,0,9.31,5.76,NA,NA,NA,NA,NA
CRMS0225,4,T1,2012,06,0.00785,C 15-30,0.13,20.6,12.06,0.72,-15.92,0.72,32.06,2042.04
CRMS0225,4,T2,2012,10,0.00785,C 15-30,0.85,4.68,8.58,-0.85,21.73,20.88,NA,NA
CRMS0225,4,T3,2013,02,0.00785,C 15-30,0,26.41,19.44,1.05,-16.22,1.05,NA,NA
CRMS0225,4,T4,2013,05,0.00785,C 15-30,1.05,10.19,8.2,-0.74,2.05,1.31,NA,NA
CRMS0225,4,T5,2013,07,0.00785,C 15-30,0.31,12.24,8.74,-0.17,-9.73,0,NA,NA
CRMS0225,4,T6,2013,10,0.00785,C 15-30,0.14,2.51,3.03,-0.14,8.24,8.1,NA,NA
CRMS0225,4,T7,2014,02,0.00785,C 15-30,0,10.75,6.48,NA,NA,NA,NA,NA
CRMS0225,4,T8,2014,05,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0225,4,T9,2014,07,0.00785,C 15-30,0.02,16.09,16.68,NA,NA,NA,NA,NA
CRMS0225,5,T1,2012,06,0.00785,C 15-30,0.33,11.91,7.96,0.02,-9.18,0.02,18.2,1159.24
CRMS0225,5,T2,2012,10,0.00785,C 15-30,0.35,2.73,1.1,-0.35,10.34,9.99,NA,NA
CRMS0225,5,T3,2013,02,0.00785,C 15-30,0,13.07,7.18,0.21,6.28,6.49,NA,NA
CRMS0225,5,T4,2013,05,0.00785,C 15-30,0.21,19.35,9.47,1.4,-16.37,1.4,NA,NA
CRMS0225,5,T5,2013,07,0.00785,C 15-30,1.61,2.98,4.55,NA,NA,NA,NA,NA
CRMS0225,5,T6,2013,10,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0225,5,T7,2014,02,0.00785,C 15-30,0,10.71,4.85,0.04,-0.44,0.04,NA,NA
CRMS0225,5,T8,2014,05,0.00785,C 15-30,0.04,10.27,6.91,-0.03,0.29,0.26,NA,NA
CRMS0225,5,T9,2014,07,0.00785,C 15-30,0.01,10.56,7.7,NA,NA,NA,NA,NA
CRMS0237,1,T1,2012,06,0.00785,A 0-7.5,3.52,5.14,0.42,8.91,-3.84,8.91,28.31,1803.18
CRMS0237,1,T2,2012,10,0.00785,A 0-7.5,12.43,1.3,1.6,-11.61,3.29,0,NA,NA
CRMS0237,1,T3,2013,02,0.00785,A 0-7.5,0.82,4.59,1.01,9.74,-2.79,9.74,NA,NA
CRMS0237,1,T4,2013,05,0.00785,A 0-7.5,10.56,1.8,1.39,-5.89,1.07,0,NA,NA
CRMS0237,1,T5,2013,07,0.00785,A 0-7.5,4.67,2.87,1.44,1.59,-1.38,1.59,NA,NA
CRMS0237,1,T6,2013,10,0.00785,A 0-7.5,6.26,1.49,1.26,0.86,-0.08,0.86,NA,NA
CRMS0237,1,T7,2014,02,0.00785,A 0-7.5,7.12,1.41,2.22,-6.88,4.9,0,NA,NA
CRMS0237,1,T8,2014,05,0.00785,A 0-7.5,0.24,6.31,1.26,-0.22,7.43,7.21,NA,NA
CRMS0237,1,T9,2014,07,0.00785,A 0-7.5,0.02,13.74,1.53,NA,NA,NA,NA,NA
CRMS0237,2,T1,2012,06,0.00785,A 0-7.5,0.12,3.24,0.45,-0.07,-1.55,0,23.31,1484.71
CRMS0237,2,T2,2012,10,0.00785,A 0-7.5,0.05,1.69,3.4,5.64,-0.29,5.64,NA,NA
CRMS0237,2,T3,2013,02,0.00785,A 0-7.5,5.69,1.4,1.68,3.61,2.02,5.63,NA,NA
CRMS0237,2,T4,2013,05,0.00785,A 0-7.5,9.3,3.42,1.75,-2.4,-0.33,0,NA,NA
CRMS0237,2,T5,2013,07,0.00785,A 0-7.5,6.9,3.09,1.7,4.23,-2.23,4.23,NA,NA
CRMS0237,2,T6,2013,10,0.00785,A 0-7.5,11.13,0.86,1.05,3.72,1.12,4.84,NA,NA
CRMS0237,2,T7,2014,02,0.00785,A 0-7.5,14.85,1.98,2.43,-13.75,5.59,0,NA,NA
CRMS0237,2,T8,2014,05,0.00785,A 0-7.5,1.1,7.57,0.8,-0.88,3.85,2.97,NA,NA
CRMS0237,2,T9,2014,07,0.00785,A 0-7.5,0.22,11.42,1.21,NA,NA,NA,NA,NA
CRMS0237,3,T1,2012,06,0.00785,A 0-7.5,4.67,7.45,0.08,-4.67,-7.15,0,25.32,1612.74
CRMS0237,3,T2,2012,10,0.00785,A 0-7.5,0,0.3,2.24,5.32,0.51,5.83,NA,NA
CRMS0237,3,T3,2013,02,0.00785,A 0-7.5,5.32,0.81,1.48,7.8,0.56,8.36,NA,NA
CRMS0237,3,T4,2013,05,0.00785,A 0-7.5,13.12,1.37,1.87,-5.61,2.93,0,NA,NA
CRMS0237,3,T5,2013,07,0.00785,A 0-7.5,7.51,4.3,1.56,-4.45,2.05,0,NA,NA
CRMS0237,3,T6,2013,10,0.00785,A 0-7.5,3.06,6.35,1.53,11.13,-4.94,11.13,NA,NA
CRMS0237,3,T7,2014,02,0.00785,A 0-7.5,14.19,1.41,1.85,-13.83,13.69,0,NA,NA
CRMS0237,3,T8,2014,05,0.00785,A 0-7.5,0.36,15.1,0.66,-0.31,-10.24,0,NA,NA
CRMS0237,3,T9,2014,07,0.00785,A 0-7.5,0.05,4.86,1.19,NA,NA,NA,NA,NA
CRMS0237,4,T1,2012,06,0.00785,A 0-7.5,4.47,4.39,0.25,1.59,-2.64,1.59,24.83,1581.53
CRMS0237,4,T2,2012,10,0.00785,A 0-7.5,6.06,1.75,1.37,2.63,5.7,8.33,NA,NA
CRMS0237,4,T3,2013,02,0.00785,A 0-7.5,8.69,7.45,2.58,-3.73,-4.55,0,NA,NA
CRMS0237,4,T4,2013,05,0.00785,A 0-7.5,4.96,2.9,1.59,3.58,1.55,5.13,NA,NA
CRMS0237,4,T5,2013,07,0.00785,A 0-7.5,8.54,4.45,1.73,4.15,-1.72,4.15,NA,NA
CRMS0237,4,T6,2013,10,0.00785,A 0-7.5,12.69,2.73,1.36,-7.82,2.18,0,NA,NA
CRMS0237,4,T7,2014,02,0.00785,A 0-7.5,4.87,4.91,1.72,-4.35,-2.82,0,NA,NA
CRMS0237,4,T8,2014,05,0.00785,A 0-7.5,0.52,2.09,1.1,-0.52,6.15,5.63,NA,NA
CRMS0237,4,T9,2014,07,0.00785,A 0-7.5,0,8.24,1.6,NA,NA,NA,NA,NA
CRMS0237,5,T1,2012,06,0.00785,A 0-7.5,10.65,2.8,0.67,-3.46,4.59,1.13,31.24,1989.81
CRMS0237,5,T2,2012,10,0.00785,A 0-7.5,7.19,7.39,2.09,18.99,-5.61,18.99,NA,NA
CRMS0237,5,T3,2013,02,0.00785,A 0-7.5,26.18,1.78,1.4,-22.58,4.7,0,NA,NA
CRMS0237,5,T4,2013,05,0.00785,A 0-7.5,3.6,6.48,1.73,3.17,-2.18,3.17,NA,NA
CRMS0237,5,T5,2013,07,0.00785,A 0-7.5,6.77,4.3,1.79,-5.38,-0.06,0,NA,NA
CRMS0237,5,T6,2013,10,0.00785,A 0-7.5,1.39,4.24,0.98,1.24,-2.23,1.24,NA,NA
CRMS0237,5,T7,2014,02,0.00785,A 0-7.5,2.63,2.01,2.45,-2.48,0.21,0,NA,NA
CRMS0237,5,T8,2014,05,0.00785,A 0-7.5,0.15,2.22,1.1,-0.14,6.85,6.71,NA,NA
CRMS0237,5,T9,2014,07,0.00785,A 0-7.5,0.01,9.07,1.29,NA,NA,NA,NA,NA
CRMS0237,1,T1,2012,06,0.00785,B 7.5-15,3.68,9.87,0.3,-3.22,-0.7,0,7.9,503.18
CRMS0237,1,T2,2012,10,0.00785,B 7.5-15,0.46,9.17,1.62,-0.46,-2.05,0,NA,NA
CRMS0237,1,T3,2013,02,0.00785,B 7.5-15,0,7.12,1.65,1.22,-0.31,1.22,NA,NA
CRMS0237,1,T4,2013,05,0.00785,B 7.5-15,1.22,6.81,1.18,0.95,-0.1,0.95,NA,NA
CRMS0237,1,T5,2013,07,0.00785,B 7.5-15,2.17,6.71,2.22,1.7,-0.37,1.7,NA,NA
CRMS0237,1,T6,2013,10,0.00785,B 7.5-15,3.87,6.34,2.63,-3.36,5.14,1.78,NA,NA
CRMS0237,1,T7,2014,02,0.00785,B 7.5-15,0.51,11.48,2.02,0.19,2.06,2.25,NA,NA
CRMS0237,1,T8,2014,05,0.00785,B 7.5-15,0.7,13.54,1.74,-0.62,-6.55,0,NA,NA
CRMS0237,1,T9,2014,07,0.00785,B 7.5-15,0.08,6.99,1.52,NA,NA,NA,NA,NA
CRMS0237,2,T1,2012,06,0.00785,B 7.5-15,7.97,5.03,4.94,-7.97,-3.49,0,28.18,1794.90
CRMS0237,2,T2,2012,10,0.00785,B 7.5-15,0,1.54,2,1.53,5.09,6.62,NA,NA
CRMS0237,2,T3,2013,02,0.00785,B 7.5-15,1.53,6.63,1.61,-0.01,-0.69,0,NA,NA
CRMS0237,2,T4,2013,05,0.00785,B 7.5-15,1.52,5.94,1.37,-0.04,-0.26,0,NA,NA
CRMS0237,2,T5,2013,07,0.00785,B 7.5-15,1.48,5.68,3.54,6.78,-1.06,6.78,NA,NA
CRMS0237,2,T6,2013,10,0.00785,B 7.5-15,8.26,4.62,1.88,8.86,5.92,14.78,NA,NA
CRMS0237,2,T7,2014,02,0.00785,B 7.5-15,17.12,10.54,3.38,-16.79,2.15,0,NA,NA
CRMS0237,2,T8,2014,05,0.00785,B 7.5-15,0.33,12.69,0.89,NA,NA,NA,NA,NA
CRMS0237,2,T9,2014,07,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0237,3,T1,2012,06,0.00785,B 7.5-15,3.89,13.56,0.67,-3.89,-11.42,0,31.41,2000.64
CRMS0237,3,T2,2012,10,0.00785,B 7.5-15,0,2.14,2.93,0.18,11.15,11.33,NA,NA
CRMS0237,3,T3,2013,02,0.00785,B 7.5-15,0.18,13.29,1.53,1.76,-3.36,1.76,NA,NA
CRMS0237,3,T4,2013,05,0.00785,B 7.5-15,1.94,9.93,1.29,0.43,-5.19,0.43,NA,NA
CRMS0237,3,T5,2013,07,0.00785,B 7.5-15,2.37,4.74,2.44,0.67,4.68,5.35,NA,NA
CRMS0237,3,T6,2013,10,0.00785,B 7.5-15,3.04,9.42,2.29,-1.64,-1.16,0,NA,NA
CRMS0237,3,T7,2014,02,0.00785,B 7.5-15,1.4,8.26,1.5,-1.12,3.54,2.42,NA,NA
CRMS0237,3,T8,2014,05,0.00785,B 7.5-15,0.28,11.8,2.36,-0.28,10.4,10.12,NA,NA
CRMS0237,3,T9,2014,07,0.00785,B 7.5-15,0,22.2,3.19,NA,NA,NA,NA,NA
CRMS0237,4,T1,2012,06,0.00785,B 7.5-15,2.67,6.54,1,-1.12,-0.6,0,10.59,674.52
CRMS0237,4,T2,2012,10,0.00785,B 7.5-15,1.55,5.94,1.27,0.03,4.19,4.22,NA,NA
CRMS0237,4,T3,2013,02,0.00785,B 7.5-15,1.58,10.13,0.69,-0.49,-0.12,0,NA,NA
CRMS0237,4,T4,2013,05,0.00785,B 7.5-15,1.09,10.01,1.35,3.33,-4.52,3.33,NA,NA
CRMS0237,4,T5,2013,07,0.00785,B 7.5-15,4.42,5.49,3.49,-2.19,1.53,0,NA,NA
CRMS0237,4,T6,2013,10,0.00785,B 7.5-15,2.23,7.02,1.82,-0.1,2.44,2.34,NA,NA
CRMS0237,4,T7,2014,02,0.00785,B 7.5-15,2.13,9.46,1.3,-1.73,-2.12,0,NA,NA
CRMS0237,4,T8,2014,05,0.00785,B 7.5-15,0.4,7.34,1.86,0.7,-6.51,0.7,NA,NA
CRMS0237,4,T9,2014,07,0.00785,B 7.5-15,1.1,0.83,0.01,NA,NA,NA,NA,NA
CRMS0237,5,T1,2012,06,0.00785,B 7.5-15,6.44,5.14,0.71,-6.36,6.68,0.32,34.72,2211.46
CRMS0237,5,T2,2012,10,0.00785,B 7.5-15,0.08,11.82,2,7.63,6.19,13.82,NA,NA
CRMS0237,5,T3,2013,02,0.00785,B 7.5-15,7.71,18.01,2.04,-5.01,-8.55,0,NA,NA
CRMS0237,5,T4,2013,05,0.00785,B 7.5-15,2.7,9.46,1.82,2.22,-5.17,2.22,NA,NA
CRMS0237,5,T5,2013,07,0.00785,B 7.5-15,4.92,4.29,2.39,-2.37,4.28,1.91,NA,NA
CRMS0237,5,T6,2013,10,0.00785,B 7.5-15,2.55,8.57,2.04,-0.86,-3.14,0,NA,NA
CRMS0237,5,T7,2014,02,0.00785,B 7.5-15,1.69,5.43,1.55,-1.54,8.51,6.97,NA,NA
CRMS0237,5,T8,2014,05,0.00785,B 7.5-15,0.15,13.94,2.31,-0.14,9.62,9.48,NA,NA
CRMS0237,5,T9,2014,07,0.00785,B 7.5-15,0.01,23.56,1.97,NA,NA,NA,NA,NA
CRMS0237,1,T1,2012,06,0.00785,C 15-30,1.49,20.7,1.07,-0.85,-8.4,0,37.66,2398.73
CRMS0237,1,T2,2012,10,0.00785,C 15-30,0.64,12.3,5.08,-0.64,-2.92,0,NA,NA
CRMS0237,1,T3,2013,02,0.00785,C 15-30,0,9.38,7.6,0.51,8.05,8.56,NA,NA
CRMS0237,1,T4,2013,05,0.00785,C 15-30,0.51,17.43,5.65,-0.42,-13.65,0,NA,NA
CRMS0237,1,T5,2013,07,0.00785,C 15-30,0.09,3.78,3.82,0.63,7.25,7.88,NA,NA
CRMS0237,1,T6,2013,10,0.00785,C 15-30,0.72,11.03,3.84,-0.21,8.3,8.09,NA,NA
CRMS0237,1,T7,2014,02,0.00785,C 15-30,0.51,19.33,9.11,-0.51,-16.59,0,NA,NA
CRMS0237,1,T8,2014,05,0.00785,C 15-30,0,2.74,8.19,0,13.13,13.13,NA,NA
CRMS0237,1,T9,2014,07,0.00785,C 15-30,0,15.87,3.77,NA,NA,NA,NA,NA
CRMS0237,2,T1,2012,06,0.00785,C 15-30,0.19,28.15,0.05,-0.01,-22.26,0,18.97,1208.28
CRMS0237,2,T2,2012,10,0.00785,C 15-30,0.18,5.89,5.46,0.49,4.45,4.94,NA,NA
CRMS0237,2,T3,2013,02,0.00785,C 15-30,0.67,10.34,3.64,-0.17,7.7,7.53,NA,NA
CRMS0237,2,T4,2013,05,0.00785,C 15-30,0.5,18.04,5.9,0.02,-7.53,0.02,NA,NA
CRMS0237,2,T5,2013,07,0.00785,C 15-30,0.52,10.51,12.55,2.68,3.32,6,NA,NA
CRMS0237,2,T6,2013,10,0.00785,C 15-30,3.2,13.83,5.53,-3.05,1.95,0,NA,NA
CRMS0237,2,T7,2014,02,0.00785,C 15-30,0.15,15.78,5.95,0.48,-4.97,0.48,NA,NA
CRMS0237,2,T8,2014,05,0.00785,C 15-30,0.63,10.81,3.41,NA,NA,NA,NA,NA
CRMS0237,2,T9,2014,07,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0237,3,T1,2012,06,0.00785,C 15-30,0.82,23.14,0.65,-0.82,-12.25,0,33.79,2152.23
CRMS0237,3,T2,2012,10,0.00785,C 15-30,0,10.89,3.05,0,10.34,10.34,NA,NA
CRMS0237,3,T3,2013,02,0.00785,C 15-30,0,21.23,5.39,0.46,-1.22,0.46,NA,NA
CRMS0237,3,T4,2013,05,0.00785,C 15-30,0.46,20.01,3.85,0.92,-15.99,0.92,NA,NA
CRMS0237,3,T5,2013,07,0.00785,C 15-30,1.38,4.02,6.65,-0.25,3.37,3.12,NA,NA
CRMS0237,3,T6,2013,10,0.00785,C 15-30,1.13,7.39,3.95,-0.75,15.71,14.96,NA,NA
CRMS0237,3,T7,2014,02,0.00785,C 15-30,0.38,23.1,6.21,-0.25,-17.46,0,NA,NA
CRMS0237,3,T8,2014,05,0.00785,C 15-30,0.13,5.64,2.75,-0.13,4.12,3.99,NA,NA
CRMS0237,3,T9,2014,07,0.00785,C 15-30,0,9.76,8.72,NA,NA,NA,NA,NA
CRMS0237,4,T1,2012,06,0.00785,C 15-30,2.34,14.72,1.25,-0.25,-0.67,0,10.02,638.22
CRMS0237,4,T2,2012,10,0.00785,C 15-30,2.09,14.05,3.65,-2.09,6.23,4.14,NA,NA
CRMS0237,4,T3,2013,02,0.00785,C 15-30,0,20.28,3.55,0.3,0.08,0.38,NA,NA
CRMS0237,4,T4,2013,05,0.00785,C 15-30,0.3,20.36,3.61,0.73,-8.49,0.73,NA,NA
CRMS0237,4,T5,2013,07,0.00785,C 15-30,1.03,11.87,8.1,0.61,1.97,2.58,NA,NA
CRMS0237,4,T6,2013,10,0.00785,C 15-30,1.64,13.84,1.79,-0.98,3.17,2.19,NA,NA
CRMS0237,4,T7,2014,02,0.00785,C 15-30,0.66,17.01,4.44,-0.66,-11.53,0,NA,NA
CRMS0237,4,T8,2014,05,0.00785,C 15-30,0,5.48,2.13,NA,NA,NA,NA,NA
CRMS0237,4,T9,2014,07,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0237,5,T1,2012,06,0.00785,C 15-30,5.76,45.46,0.41,-5.76,-26.3,0,16.64,1059.87
CRMS0237,5,T2,2012,10,0.00785,C 15-30,0,19.16,5.52,0.2,5.02,5.22,NA,NA
CRMS0237,5,T3,2013,02,0.00785,C 15-30,0.2,24.18,4.13,-0.15,-5.44,0,NA,NA
CRMS0237,5,T4,2013,05,0.00785,C 15-30,0.05,18.74,3.61,2.2,-7.59,2.2,NA,NA
CRMS0237,5,T5,2013,07,0.00785,C 15-30,2.25,11.15,8.51,-1.27,-0.04,0,NA,NA
CRMS0237,5,T6,2013,10,0.00785,C 15-30,0.98,11.11,3.95,-0.74,9.95,9.21,NA,NA
CRMS0237,5,T7,2014,02,0.00785,C 15-30,0.24,21.06,5.76,-0.24,-3.49,0,NA,NA
CRMS0237,5,T8,2014,05,0.00785,C 15-30,0,17.57,5.31,0.01,-1.81,0.01,NA,NA
CRMS0237,5,T9,2014,07,0.00785,C 15-30,0.01,15.76,3.1,NA,NA,NA,NA,NA
CRMS0253,1,T1,2012,06,0.00785,A 0-7.5,13.88,2.6,7.67,-13.83,1.68,0,20.95,1334.39
CRMS0253,1,T2,2012,10,0.00785,A 0-7.5,0.05,4.28,6.09,0.16,-3.68,0.16,NA,NA
CRMS0253,1,T3,2013,02,0.00785,A 0-7.5,0.21,0.6,11.96,2.19,-0.46,2.19,NA,NA
CRMS0253,1,T4,2013,05,0.00785,A 0-7.5,2.4,0.14,9.41,3.07,0.69,3.76,NA,NA
CRMS0253,1,T5,2013,07,0.00785,A 0-7.5,5.47,0.83,7.37,-3.65,1.91,0,NA,NA
CRMS0253,1,T6,2013,10,0.00785,A 0-7.5,1.82,2.74,8.73,-1.82,16.06,14.24,NA,NA
CRMS0253,1,T7,2014,02,0.00785,A 0-7.5,0,18.8,9.78,0.04,-17,0.04,NA,NA
CRMS0253,1,T8,2014,05,0.00785,A 0-7.5,0.04,1.8,9.68,0.56,-0.5,0.56,NA,NA
CRMS0253,1,T9,2014,07,0.00785,A 0-7.5,0.6,1.3,9.91,NA,NA,NA,NA,NA
CRMS0253,2,T1,2012,06,0.00785,A 0-7.5,8.81,1.85,2.87,-8.66,-0.24,0,20.07,1278.34
CRMS0253,2,T2,2012,10,0.00785,A 0-7.5,0.15,1.61,3.4,0.95,7.57,8.52,NA,NA
CRMS0253,2,T3,2013,02,0.00785,A 0-7.5,1.1,9.18,2.12,-0.9,-1.29,0,NA,NA
CRMS0253,2,T4,2013,05,0.00785,A 0-7.5,0.2,7.89,1.31,1.47,-6.72,1.47,NA,NA
CRMS0253,2,T5,2013,07,0.00785,A 0-7.5,1.67,1.17,6.38,8.13,0.9,9.03,NA,NA
CRMS0253,2,T6,2013,10,0.00785,A 0-7.5,9.8,2.07,13.59,-9.8,3.08,0,NA,NA
CRMS0253,2,T7,2014,02,0.00785,A 0-7.5,0,5.15,6.18,0.11,-3.99,0.11,NA,NA
CRMS0253,2,T8,2014,05,0.00785,A 0-7.5,0.11,1.16,8.72,-0.11,1.05,0.94,NA,NA
CRMS0253,2,T9,2014,07,0.00785,A 0-7.5,0,2.21,11.47,NA,NA,NA,NA,NA
CRMS0253,3,T1,2012,06,0.00785,A 0-7.5,7.69,3.9,4.56,-6.8,-2,0,6.29,400.64
CRMS0253,3,T2,2012,10,0.00785,A 0-7.5,0.89,1.9,9.96,0.34,-1.35,0.34,NA,NA
CRMS0253,3,T3,2013,02,0.00785,A 0-7.5,1.23,0.55,11.96,1.13,1,2.13,NA,NA
CRMS0253,3,T4,2013,05,0.00785,A 0-7.5,2.36,1.55,5.83,2.01,0.5,2.51,NA,NA
CRMS0253,3,T5,2013,07,0.00785,A 0-7.5,4.37,2.05,3.14,-0.95,-0.29,0,NA,NA
CRMS0253,3,T6,2013,10,0.00785,A 0-7.5,3.42,1.76,4.74,-3.42,0.91,0,NA,NA
CRMS0253,3,T7,2014,02,0.00785,A 0-7.5,0,2.67,9.74,0.11,1.2,1.31,NA,NA
CRMS0253,3,T8,2014,05,0.00785,A 0-7.5,0.11,3.87,8.18,-0.1,-3.47,0,NA,NA
CRMS0253,3,T9,2014,07,0.00785,A 0-7.5,0.01,0.4,4.26,NA,NA,NA,NA,NA
CRMS0253,4,T1,2012,06,0.00785,A 0-7.5,12.08,0.9,2.84,-10.16,1.97,0,12.33,785.35
CRMS0253,4,T2,2012,10,0.00785,A 0-7.5,1.92,2.87,2.42,0.07,-1.61,0.07,NA,NA
CRMS0253,4,T3,2013,02,0.00785,A 0-7.5,1.99,1.26,4.63,0.21,0.87,1.08,NA,NA
CRMS0253,4,T4,2013,05,0.00785,A 0-7.5,2.2,2.13,5.28,5.17,-1.32,5.17,NA,NA
CRMS0253,4,T5,2013,07,0.00785,A 0-7.5,7.37,0.81,6.84,-2.05,0.74,0,NA,NA
CRMS0253,4,T6,2013,10,0.00785,A 0-7.5,5.32,1.55,4.42,-5.08,0.57,0,NA,NA
CRMS0253,4,T7,2014,02,0.00785,A 0-7.5,0.24,2.12,9.58,-0.24,5.8,5.56,NA,NA
CRMS0253,4,T8,2014,05,0.00785,A 0-7.5,0,7.92,6.54,0.45,-6.04,0.45,NA,NA
CRMS0253,4,T9,2014,07,0.00785,A 0-7.5,0.45,1.88,4.47,NA,NA,NA,NA,NA
CRMS0253,5,T1,2012,06,0.00785,A 0-7.5,5.18,1.38,3.53,8.31,2.14,10.45,15.39,980.25
CRMS0253,5,T2,2012,10,0.00785,A 0-7.5,13.49,3.52,13.37,-7.39,0.13,0,NA,NA
CRMS0253,5,T3,2013,02,0.00785,A 0-7.5,6.1,3.65,7.88,-0.04,-0.41,0,NA,NA
CRMS0253,5,T4,2013,05,0.00785,A 0-7.5,6.06,3.24,4.13,-4.81,-2.29,0,NA,NA
CRMS0253,5,T5,2013,07,0.00785,A 0-7.5,1.25,0.95,2.42,0.44,1.56,2,NA,NA
CRMS0253,5,T6,2013,10,0.00785,A 0-7.5,1.69,2.51,2.49,1.72,0.43,2.15,NA,NA
CRMS0253,5,T7,2014,02,0.00785,A 0-7.5,3.41,2.94,6.79,-3.34,1.01,0,NA,NA
CRMS0253,5,T8,2014,05,0.00785,A 0-7.5,0.07,3.95,4.15,0.65,0.14,0.79,NA,NA
CRMS0253,5,T9,2014,07,0.00785,A 0-7.5,0.72,4.09,6.48,NA,NA,NA,NA,NA
CRMS0253,1,T1,2012,06,0.00785,B 7.5-15,6.83,4.61,7.7,13.08,3.13,16.21,46.01,2930.57
CRMS0253,1,T2,2012,10,0.00785,B 7.5-15,19.91,7.74,6.62,-17.4,-6.77,0,NA,NA
CRMS0253,1,T3,2013,02,0.00785,B 7.5-15,2.51,0.97,3.05,2.37,-0.23,2.37,NA,NA
CRMS0253,1,T4,2013,05,0.00785,B 7.5-15,4.88,0.74,3.33,3.88,7,10.88,NA,NA
CRMS0253,1,T5,2013,07,0.00785,B 7.5-15,8.76,7.74,3.73,-3.1,-5.16,0,NA,NA
CRMS0253,1,T6,2013,10,0.00785,B 7.5-15,5.66,2.58,2.28,-5.66,18.21,12.55,NA,NA
CRMS0253,1,T7,2014,02,0.00785,B 7.5-15,0,20.79,8,4,-14.26,4,NA,NA
CRMS0253,1,T8,2014,05,0.00785,B 7.5-15,4,6.53,6.36,-2.9,-1.2,0,NA,NA
CRMS0253,1,T9,2014,07,0.00785,B 7.5-15,1.1,5.33,3.53,NA,NA,NA,NA,NA
CRMS0253,2,T1,2012,06,0.00785,B 7.5-15,13.44,4.46,7.84,-6.85,-0.29,0,17.83,1135.67
CRMS0253,2,T2,2012,10,0.00785,B 7.5-15,6.59,4.17,4.28,-6.59,7.73,1.14,NA,NA
CRMS0253,2,T3,2013,02,0.00785,B 7.5-15,0,11.9,3.23,5.32,-5.28,5.32,NA,NA
